name,category,min_players,max_players,description
DVONN,Abstract Strategy,2,2,"DVONN is played on an elongated hexagonal board, with 23 white, 23 black and 3 red DVONN-pieces. In the beginning the board is empty. The players place the pieces on empty spaces of the board, without restrictions. They place the DVONN-pieces first and their own pieces next. Then they start stacking pieces on top of each other. A single piece may be moved 1 space in any direction, a stack of two pieces may be moved two spaces, etc. A stack must always be moved as a whole and a move must always end on top of another piece or stack. If pieces or stacks lose contact with the DVONN-pieces, they must be removed from the board. The game ends when no more moves can be made. The players put the stacks they control on top of each other and the one with the highest stack is the winner.&#10;&#10;This game is part of project GIPF.&#10;&#10;"
Fluxx,Card Game,2,6,"Fluxx is a card game in which the cards themselves determine the current rules of the game. By playing cards, you change numerous aspects of the game: how to draw cards, how to play cards, and even how to win.&#10;&#10;At the start of the game, each player holds three cards and on a turn a player draws one card, then plays one card. By playing cards, you can put new rules into play that change numerous aspects of the game: how many cards to draw or play, how many cards you can hold in hand or keep on the table in front of you, and (most importantly) how to win the game. There are many editions, themed siblings, and promo cards available.&#10;&#10;"
Money!,Card Game,3,5,"The object of this Reiner Knizia card game is to collect as many of one type of currency as possible.  Players bid cards from their hands to exchange for 'lots' of cards, with the order being determined by whoever put out the highest valued cards.  The cards themselves are renditions of currencies from around the world.&#10;&#10;"
Chess,Abstract Strategy,2,2,"Chess is a two-player, abstract strategy board game that represents medieval warfare on an 8x8 board with alternating light and dark squares. Opposing pieces, traditionally designated White and Black, are initially lined up on either side. Each type of piece has a unique form of movement and capturing occurs when a piece, via its movement, occupies the square of an opposing piece. Players take turns moving one of their pieces in an attempt to capture, attack, defend, or develop their positions. Chess games can end in checkmate, resignation, or one of several types of draws. Chess is one of the most popular games in the world, played by millions of people worldwide at home, in clubs, online, by correspondence, and in tournaments. Between two highly skilled players, chess can be a beautiful thing to watch, and a game can provide great entertainment even for novices. There is also a large literature of books and periodicals about chess, typicially featuring games and commentary by chess masters.&#10;&#10;The current form of the game emerged in Southern Europe during the second half of the 15th century after evolving from a similar, much older game of Indian origin. The tradition of organized competitive chess began in the 16th century. The first official World Chess Champion, Wilhelm Steinitz, claimed his title in 1886. The current World Champion is Magnus Carlsen, Norway. Chess is also a recognized sport of the International Olympic Committee.&#10;&#10;"
Smarty Party!,Party Game,3,8,"Party/trivia game centered around the idea of players collectively naming items on a list (e.g. &quot;10 US states with most shoreline&quot;).  As players, in turn, miss an item, they acquire penalty points (forward movement on the game board).  When a player reaches the end of the track, the person who advanced the least is the winner.&#10;&#10;Combines Trivial Pursuit and Outburst (though there's no real-time screaming).&#10;&#10;Expanded by:&#10;&#10;    Smarty Party! Expansion Set&#10;    Smarty Party! Gamers' Expansion&#10;    Smarty Party! Expansion Set Junior&#10;    Smarty Party! Expansion Set 2&#10;&#10;&#10;&#10;&#10;"
The Reef,Card Game,2,2,"After arranging the cards to form the reef, players roll dice to collect worms, spend worms to buy cards, use the cards to breed fish to win the game. You need to buy more boats to increase the columns on which you can fish. You need to buy reef cards (5 in total) on which you breed the parents, first to get 5 offspring wins. There are also pearl cards, which act as joker worms, and sharks, which eliminate cards by eating them.&#10;&#10;There is a deck of offspring, 4 are dealt up, being combinations of the 5 colors. So there are blue green fish, pink yellow fish, purple purple fish. The parents are in the same colors, some male, some female. So, for example, to collect the blue green baby fish, you need a blue male and green female, or a blue female and green male. Any used cards go to the discard, which gets shuffled round and feed back into the reef. The cost of cards depends on their position on the reef, and there is a rule for flowing cards through past your boats.&#10;&#10;The Reef is part of the Kosmos two-player series.&#10;&#10;"
Carolus Magnus,Medieval,2,4,"This game uses a collection of smallish hexagon clusters arranged in a circle.  Mercenaries, in the form of small wooden blocks, are placed onto the land pieces.  Players can then use these blocks to attempt to gain control of the corresponding mercenary type, or place the same small blocks onto the board which can help the player who controls that color.&#10;&#10;Once a player has majority of control markers on a piece of land, he can build a tower there.  The tower serves as a semi-permanent control marker, as well as a way to win.  If two land pieces are controlled by the same player, the land pieces are combined into one, which makes the position harder to take by the other players.&#10;&#10;The first player to place a set number of towers wins the game, but the game can also end when the land masses are reduced to three or fewer, in which case the player with the most towers placed wins.&#10;&#10;"
Arbos,Action / Dexterity,1,8,A manual dexterity game where players attempt to place wooden branches and leaves on a trunk that wobbles around.  If you knock any leaves or branches off they go into your current pile of leaves and branches.  First one to get rid of all their leaves and branches wins.&#10;&#10;
Lost Valley,American West,3,4,"&quot;Gold, Gold, Gold &ndash; A Ton of Gold&quot; &ndash; this was the Seattle headline heard round the world announcing the discovery of great stores of gold in the Klondike. This was the beginning of an exodus of would-be prospectors dreaming of a better life; a chance to escape the toil caused by the financial recessions and bank failures of the 1890s. Gold Rush Hysteria was pulsing through the veins of the country and tens of thousands were willing to risk it all for the chance to &quot;have it all&quot;.&#10;&#10;Lost Valley is a game about the Klondike stampede that rushed North. It's about the grueling journey: traversing Steep Mountain passes with heavy loads, through severe weather, and ever-dwindling resources.&#10;&#10;During the course of the game, players must explore the ever-expanding lost valley in hopes of discovering a gold vein in a mountain, a virgin forest to provide timber or a fishing spot along the river to provide food. The map will be different each time you play, so you never know what lurks around the corner.&#10;&#10;As you set out from the outfitters with everything you own strapped to your back, you must balance carefully the resources that you need. Of course you will need tools, dynamite and timber to extract mountain gold, but you'll need to make sure you have room for food, rifles and fishing poles to help you survive in the wilderness.&#10;&#10;Grab your horse, your pack, and your whiskey because &quot;The Gold Fever is Raging&quot; in the Yukon. Hordes will go, many will turn back or die, but some will achieve their wildest dreams.&#10;&#10;Reimplemented by:&#10;&#10;&#10;    Lost Valley (second edition)&#10;&#10;&#10;"
Zauberschwert & Drachenei,Bluffing,2,4,"You must defeat creatures to collect power stones and win the game. At your disposal you have Spells, Artifacts and Herbs to help you defeat the creatures.&#10;&#10;Each turn, each player receives two Magical Energy. Then, two Adventure cards are drawn. Each player sends his mage to one of these cards, or passes (which will give him an additional Energy).&#10;&#10;After all players have allocated their mages, the Adventure cards are resolved. There are four types of card:&#10;&#10;    Magic Spell: This spell is auctioned off between the mages who were sent to this card. It is paid for in Energy, and it can be used to get more energy or victory points.&#10;    Orb: Each mage who was sent here gets a certain amount of Energy.&#10;    Holy Site: Each mage who was sent here gets a certain amount of victory points and a random Artifact card.&#10;    Monster: The monster card is auctioned off the mages who were sent to this card. The player that wins it, defeats the monster and gets an amount of Magical Energy and/or victory points. The players may also decide to skip the auction and cooperate to defeat the monster, which will yield less reward.&#10;&#10;&#10;&#10;&#10;After the Adventures have been resolved, players may trade and play Artifacts (some Artifacts are only useful in pairs). Played Artifacts will give Magical Energy and/or victory points.&#10;&#10;The game continues until the deck of Adventure Cards is depleted; the player with the most victory points wins the game.&#10;&#10;"
Race for the Galaxy: Rebel vs Imperium,Card Game,1,6,"This second expansion for Race for the Galaxy delves into the growing conflict between the Rebel and Imperium forces. Race for the Galaxy: The Gathering Storm expansion is optional, but is strongly recommended and adds solo play. Rebel vs Imperium adds an extra player so with the 1st expansion allows 6-player game. The drafting variant now supports 2-5 players (instead of just 2-3 with The Gathering Storm).&#10;&#10;This expansion increases player interaction by adding takeover rules that allow players to conquer military worlds in other players' tableaus, though players who refrain from playing certain cards are immune to conquest. A new &quot;Mix and Match Explore&quot; power allows a player to combine the explore cards with their hand before discarding.  Three new start worlds increase the number of start worlds to 12 and allow players a choice of a military or non-military start world.  New goals are also included.  Finally there is a 2-player Rebel vs Imperium scenario.&#10;&#10;"
Babel,Ancient,2,2,"In Babel, each player makes use of members of various tribes of the ancient world to build temples, exploit (or exterminated) their opponent's work force, destroy or steal their opponent's temples and otherwise do whatever it takes to build the tallest temples to win the game.&#10;&#10;The game plays out on a small game board representing regions of 5 ancient civilizations, Medes, Sumerians, Hitites, Persians, and Assyrians.  Each player will be dealt a hand of cards (consisting of 5 types corresponding to the above tribes).  Players themselves are represented by stone figures.  Temple cards will be made available at the side of the board for building throughout the game.  On his or her turn, a player may discard a card to move to the corresponding region, place a card on the region they are currently located, build a temple by having tribesmen equal to the number or level on the temple card AND having built the previous (lower) temple level, move tribesmen from one region to another, or perform a skill action unique to each tribe.  Players may perform any and all actions available to them, being able to perform most actions as many times as they wish and saving any number of unplayed cards for subsequent turns.&#10;&#10;A big component of this game is placing your tribe cards in sets. Skills can only be used if a set of three (or more) cards is at the same location as the player marker.  By discarding one of the cards of a set, the skill may be used.  No matter the tribe, performing this action can force the opponent to discard half their hand.  Other skills, such as robbing a temple from an opponent, skipping a level on a temple build, destroy an opposing temple, etc. are specific to the tribe activated.&#10;&#10;Game play progresses until one of two conditions is met: if a player builds 15 points (or levels) of temples before the opposing player builds at least 10 points, that player wins.  If the opponent [i]does have[/i] more than 10 points, the game continues until one player reaches 20 points (in which case he or she wins) OR one player subsequently drops below 10 (in which case he or she loses).&#10;&#10;"
Falling,Card Game,4,8,"This game is from an odd genre, real-time card games.  Each of the players (except the dealer) is a person falling to his death.  The goal is not to live, rather just to be the last one to go splat.  The dealer continues dealing cards to players, eventually giving them 'ground' cards.  But on the way down players can do all kinds of nasty stuff to each other to ensure their relative longevity.&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Versions&#10;&#10;&#10;     Color version (Out of Print)&#10;     Falling&mdash;The Goblin Edition (released June 2008)&#10;&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Awards&#10;&#10;1998 Origins Award Nominee: Best Traditional Card Game&#10;1998 Listed in GAMES Magazine's GAMES 100&#10;&#10;"
Knights of Charlemagne,Card Game,2,4,"In this quick, fun, and fairly abstract game, players play cards in an effort to acquire tiles that are either color-coded or number-coded.  Players take turns, first playing a card onto a tile that matches either the card's number or its color, then drawing to refill their hands.  When all cards have been played, each tile is evaluated, and whichever player has the most cards played to that tile gets that tile's points.  After calculating point totals and figuring in bonuses, the player with the highest score is the winner.&#10;&#10;"
Ticket to Ride: USA 1910,Expansion for Base-game,2,5,"Ticket to Ride: USA 1910 is a card expansion for the original Ticket to Ride boardgame, winner of the 2004 Spiel des Jahres. It contains 181 large format cards (the same size as Ticket to Ride: Europe and Ticket to Ride: M&#195;&#164;rklin).  This includes 35 new 1910 Destination Tickets, a GlobeTrotter Bonus card for completing the most tickets, 4 Mystery Train Destination Tickets originally provided in the Ticket to Ride: Mystery Train Expansion expansion, and a complete replacement deck of the 141 cards from the original game deck (30 Destination Tickets (4 cards have a reduced value from Ticket to Ride), 110 Train Cards, and 1 Longest Route Bonus Card (Trans America Express)).&#10;&#10;The rulebook is from the original game designer Alan R. Moon that gives you three additional different ways to play the game:&#10;&#10;     The 1910 Rules: Played as the standard Ticket to Ride, but using only the 1910 Destination Tickets, and GlobeTrotter Bonus card.&#10;     The Big Cities Rules: Played with only the newly identified 35 &quot;Big City&quot; Destination Tickets (15 Standard Tickets, 19 1910 Tickets, and 1 Mystery Train Ticket).&#10;     The Mega Game: featuring all of the game's Destination Tickets and Bonus Cards (30 Standard Tickets, 35 1910 Tickets, 4 Mystery Train Tickets, and both Bonus cards).&#10;&#10;&#10;&#10;&#10;"
Odin's Ravens,Animals,2,2,"Each morning Odin sends the ravens Hugin and Munin to race over the world of Midgard and report back what they have seen. The first to return wins Odin's favor, but any cunning corvid has a few tricks in store and these are the two most brilliant birds in Middle Earth.&#10;&#10;Odin's Ravens is a two-player card game in which two ravens race across separate tracks, the tracks being comprised of domino-style landscape cards that feature different types of land. Each player has his own deck of cards, using them to match cards to the land types in front of his raven and advance the raven toward the end of the flight path. Odin Cards allow a player to take special actions, such as rearranging the track of landscape cards or impeding the other player's raven. During play, each player can create an auxiliary stack, playing cards from the hand now to set up plays in the future.&#10;&#10;The round ends when a raven reaches the end of the flight path, and that raven's player scores points equal to the distance separating the two ravens. In addition, whoever has played more cards to the &quot;Magic Way&quot; during the round &ndash; a separate playing area in which players may play a particular type of card &ndash; wins three points. The game lasts multiple rounds until one of the players reaches a total of twelve or more points and wins!&#10;&#10;"
Take it Easy!,Abstract Strategy,1,8,"It's really difficult to succinctly describe this game, so take a look at the pictures! Take It Easy is a true multi-player solitaire in which each player individually completes a hexagon-shaped board with spots for 19 hexagon tiles. There's no limit to number of players if you've got enough sets on hand. One person (the caller) draws a tile randomly and tells the others which of the 27 tiles featuring colored/numbered lines crossing in three directions, with numbers from 1 to 9, it is. &quot;The 9-8-7,&quot; for example. Each player then chooses which empty spot on his own board he'll play the 9-8-7. This is repeated until the boards are filled.&#10;&#10;The idea is to complete same-numbered lines across your board. Scoring is calculated by multiplying the number on the tile with the number of tiles in the completed line. A complete column of three 9s is worth 27, for example...but a lot of players will hope for five 9s to fill the big column down the middle.&#10;&#10;Take It Easy is often compared to Bingo because of the familiar pattern of a number being called and then everybody looking at their cards to play it, and then scoring if a line is completed. But that's as far as the comparison goes.  Bingo is sheer luck; Take It Easy is a game of skill.&#10;&#10;"
Big Kini,Civilization,2,4,"In this game, players explore a variable landscape to discover islands and try to gain influence and prestige. Influence is gained by taking over posts on the island which gives the player special abilities.&#10;&#10;Expanded by Big Kini Expansion: 5-6 Players and Action Cards&#10;&#10;"
Mamma Mia!,Card Game,2,5,"Designer Uwe Rosenberg has a talent for dreaming up new and inventive card games, and Mamma Mia! is a perfect example of this talent, with players placing pizza ingredients into a combined pool, then trying to time their pizza baking in order to make use of what's available in the kitchen.&#10;&#10;Each player starts the game with eight different pizza orders to fill, with one of those order cards in hand; each player also starts with a hand of ingredient cards (showing pepperoni, mushroom, pineapple, green pepper or olive). On a turn, a player lays down one or more ingredient cards of a single type into a common stack, then optionally adds a pizza order card to that stack. He then refills his hand by drawing as many cards as he played from either the shared ingredient deck or his own order deck.&#10;&#10;After the draw pile is exhausted, the shared pile of cards is flipped over and sorted by ingredients until an order comes up. If enough ingredient cards are available to fill that order, the owner scores it; if not, the player can make up the difference by playing cards from his hand (and thereby scoring the order) or else return the card to the bottom of his order deck.&#10;&#10;Once all the orders are scored or returned, shuffle the ingredients used in pizzas and start another round of play. After three complete rounds, the player who's filled the most orders wins!&#10;&#10;Expanded/Reimplemented as:&#10;&#10;    Sole Mio! (a standalone game with similar game play)&#10;    Mamma Mia! Plus (which combines Mamma Mia! and Sole Mio! with a new ingredient and more cards for play with up to six)&#10;&#10;&#10;&#10;&#10;Promo Expansion:&#10;&#10;    Mamma Mia: Double Ingredients (featuring Double Ingredients from Sole Mio!)&#10;&#10;&#10;&#10;&#10;"
Pisa,Card Game,3,5,"from Schloesser session report:&#10;&#10;This is a  trick-taking game, but with enough twists to give it a very different feel. Before each hand, players bid, one at a time, to determine three factors which will affect the hand:&#10;&#10;a) trump colors (primary &amp; secondary) &#10;b) most or fewest tricks &#10;c) whether zero is considered 'high' or 'low'&#10;&#10;Bidding is done by playing cards face-down from your hand. Players must bid 1 - 3 three cards on each of these categories. Once all three factors have been determined, players tally the value of the cards they played during this bidding process. The player who played the least value receives 4 (or 5, depending upon the number of players) victory points, with each other player receiving less points depending upon their total. Then, players must discard three of the cards they used in the bidding process, with the remaining cards being returned to their hands. This is usually a tough choice as often the conditions in effect for a particular hand turn out to be different than what you had hoped. This means that many of the cards you played may no longer be useful to you; indeed, they may be a detriment. So, deciding on which cards to keep and which to discard can be tough.&#10;&#10;After this procedure is complete, A standard trick-taking game ensues. Points, however, are rewarded based on whether the goal was to take the most or fewest tricks. The player finishing with the most (or fewest, depending upon which goal was in force) receives 8 points (or 10 of playing with 5 players), the next player gets 6 points and so on down to 2 points. After a hand is completed, the entire process is repeated, including the bidding phase. A number of rounds equal to the number of players is played, with the player accumulating the greatest number of victory points being the victor.&#10;&#10;"
The City,Card Game,2,5,"In The City, players try to quickly and skillfully build their own city over the rounds, bringing in revenue and victory points (VPs). The cards are both buildings and currency, and the first player to collect 50 victory points wins the game. Victory points are cumulative from round to round, so a fast start yields a big advantage.&#10;&#10;Each turn, each player places a card from his hand face down, then all cards are simultaneously revealed. The cards show the buildings that the players want to build that round; building costs are paid for by discarding other cards. Some buildings provide income at the end of the round in the form of new cards, with certain buildings increasing the income provided by others; similarly, some buildings boost the VPs provided by others, with a University, for example, being worth one more VP for each School you have in play.&#10;&#10;Certain buildings have symbols on them &ndash; car, fountain, shopping cart - and the income and VPs provided by some buildings depends on how many symbols you have in play; the Autobahn, for example, is worth one dollar (i.e., card) and one VP for each car symbol you control.&#10;&#10;"
Circus Flohcati,Card Game,3,5,"In this light, fun filler players try to complete sets of cards before the game ends.  A player begins her turn with several face-up cards to choose from.  If she doesn&rsquo;t like them, she can draw another, but if a card gets turned that matches the suit of one of the face-up cards, she loses her turn.  She can continue drawing until she likes one or it matches. Also during her turn she can combine three cards of the same value and lay them down in front of her.  Such sets will be worth 10 points at the end of the game; additionally, the highest card from each suit in her hand contributes its face value to her score.&#10;&#10;"
Sentinels of the Multiverse,Card Game,1,5,"A mad scientist holds the world hostage with his terrifying inventions. An alien warlord from a far away galaxy brings his limitless army of bizarre minions to conquer the planet. A giant rampaging robot cuts a swath of destruction across the coast, destroying major population centers. And who will stand in their way? A team of heroes, all with impressive powers and abilities stand between the world and the forces of evil. Will you help them? Answer the call to protect the multiverse!&#10;&#10;Sentinels of the Multiverse is a cooperative, fixed-deck card game with a comic book flavor. Each player plays as one of ten heroes, against one of four villains, and the battle takes place in one of four different dynamic environments.&#10;&#10;Each player, after selecting one of the heroes, plays a deck of 40 cards against the villain and environment decks, which &quot;play themselves&quot;, requiring the players to put the top card of the appropriate deck into play on the villain and environment turns. On each player's turn, they may play a card from their hand, use a power printed on one of their cards in play, and draw a card from their deck. Each round starts with the villain turn, continues clockwise around the table, then concludes with the environment turn. Each villain has various advantages, such as starting with certain cards in play, as specified by the villain character card. Play continues until the heroes reduce the villain to 0 or fewer HP, or until the villain defeats the heroes, either via a win condition or by reducing all the heroes to 0 or fewer HP.&#10;&#10;"
It's Mine!,Card Game,3,5,"From the publisher's web site:&#10;&#10;It's this simple - watch the cards the dealer lays down. When you like what you see, hit the &quot;It's Mine!&quot; board and grab them all. The catch? Somebody else may want the same cards you do. The first one to slam the board claims the cards. Most cards are good, but some aren't. &quot;Double or Nothing&quot; cards only count if you claim a pair of them. &quot;Toast or Most&quot; cards only score if you have the most of them, and &quot;Jackpot&quot; cards score jackpot points depending on how many you get. IT'S MINE! is great fun for Ages 7 and up. Kids are quick - so adults be on your toes!&#10;&#10;"
Rum & Pirates,Dice,2,5,"Rum and Pirates is a relatively simple movement and collection game, known in German as Um Ru(h)m und Ehre (For Rum/Renown and Honor). The game was designed by Stefan Feld and is for 2-5 players ages 9 and up and plays in 60-75 minutes. On the Alea complexity scale of 1 (simple) to 10 (difficult), this game rates a 2. (Editor's Note: That is the same complexity as Chinatown, Wyatt Earp, and Edel, Stein & Reich)&#10;&#10;The players take on the roles of freebooters who, back in their pirates' hideout, spend their time with all kinds of competitions - drinking, fighting, etc. All players move the main playing figure, the captain, through the alleys of the village, with the goal of gaining as much rum and reknown as possible. The end of each of the five rounds is also marked by a highly variable fight to claim the best sleeping spaces on board the ship (bed or board?). The game is a mixture of tactics, strategy, and luck. The die plays an important role in the game, but you still get the feeling of being at the mercy of fate only rarely.&#10;&#10;The game contains 76 plastic pirate figures, 9 game board pieces that ensure the board is always different, about 200 tiles, and 1 die.&#10;&#10;Description adapted from the Gamewire Essen Preview.&#10;&#10;This game is #10 in the Alea big box series.&#10;&#10;"
The Bucket King,Animals,2,6,"Card game with unusual scoring. Players play sets of animal cards trying to knock over each other's pyramids of buckets. Cards in hand can be used to attack and defend their colour buckets, taking out lower buckets causes cascades.&#10;&#10;The deck is five colours (farm animals) numbered 1-8, with two 1s and two 8s. Players start with 12 cards.  The start player plays 1-3 cards of one colour, giving a total sum. This total attacks the player to their left, who either plays 1-3 cards of the same colour totalling higher to defend, or loses a bucket. If they do defend though, that total then attacks the player to their left and so on, round the table. If it gets back to the start player, then can add 1-3 more cards to their original play, increasing the total. At some point, a player cannot defend, and buckets go tumbling. If you match the total attacking you this reverses the direction of play, meaning the cards already played are being added to additional cards to create high totals.&#10;&#10;Players look at their starting hand before building their pyramid o' buckets, so it pays to put your weak colours at the top.&#10;&#10;If you play a cards or cards, you draw back only one card from the draw deck. If you forget, tough! The game ends when a pre-set number of players lose all their buckets, the number increases with the number playing. The player with the most remaining is the winner.&#10;&#10;A game comes with enough buckets for 6 players, but you can play with multiple sets to allow larger groups to play. This works well as action down the far end of the table means you are safe, while the reversal mechanism means that there can be a build up of a lead to an unmatchable number before it breaks out of that end of the table.&#10;&#10;Seemingly a game of luck, but noticable that the same players keep winning and with experience the winning margins keep getting reduced.&#10;&#10;"
Mastermind,Abstract Strategy,2,2,"Guess the color of hidden pegs.  A deduction game where each player takes turn making a limited number of guesses, using logic to deduce what pegs the opponent has hidden.&#10;&#10;One player secretly puts four colored pegs in the spaces behind a screen at once end of the game board. The other player, the code breaker, makes a series of guesses. After each guess, the code maker uses smaller pegs to tell the code breaker if their guessed pegs are the right color and in the right place, are the right color but the wrong place, or are the wrong color entirely. The code breaker makes another guess in the next row, building upon information from previous guesses, trying to match the pegs the code maker hid at the beginning of the game.&#10;&#10;This is a two-player game with 4 holes. For other combinations, please see the Mastermind family.&#10;&#10;"
The Best of Dragon Magazine Games,Bluffing,2,6,"This is a set of six games previously published in Dragon Magazine, collected in one box, with better components, maps and playing aids:&#10;&#10;Ringside (Issue #38)&#10;Food Fight (Issue #44)&#10;Search for the Emperor's Treasure (Issue #51)&#10;File 13 (Issue #72)&#10;The Baton Races of Yaz (Issue #82)&#10;King's Table, aka Hnefatafl (Issue #128)&#10;&#10;For a complete list of Dragon Magazine games, check out this wiki:&#10;Dragon Magazine&#10;&#10;"
Crokinole,Action / Dexterity,2,4,"This game is like shuffleboard in the round.  Players take turns flicking disks on a board, trying to score points by attaining central regions.  The main stipulation being that contact with the other teams' pieces must be made in order for the disk to remain on the board afterward.  Although the game uses quite a bit of skill to flick the disks, there's a very significant strategy element to the game.  There are many different variants and rules, as this game is very old and has had many different incarnations over the years.&#10;&#10;"
Katzenjammer Blues,Card Game,2,6,"Katzenjammer Blues is an unusual hybrid of rummy and auction rules, with a couple of strange ideas thrown in about the game ending once 20 points, total, have been scored, and a 5-point penalty for most jokers.  It's a quick, cutthroat card game, colorfully decorated with cartoony blues-band cats and mice.&#10;&#10;Part of the Goldsieber &#195;&#160; la Carte line of games.&#10;&#10;"
Celebrities,Humor,4,30,"Celebrities is a public domain game in which each player writes the names of celebrities (about 8) on pieces of paper or cards, one per piece of paper or card.  The names are placed in a container, and players are assigned partners randomly (there must be an even number of players).&#10;&#10;The first player pulls names out of the container one at a time and tries to get their partner to say the name on the paper by giving whatever clues they like, without saying the actual name on the paper.  If their partner get a name right, they keep the paper; everything else goes back in the container.  Each player has only 30 seconds.  The names are passed to the next person, who repeats the process, and so on, with the names going around the table, and everyone getting chances to give clues and to guess, until all of the names are guessed.  Teams score one point for each name guessed.  All of the names are put back in the container, and a second round begins.&#10;&#10;In the second round, the clue giver can give only one word clues for each name (with whatever other sounds or charades they like), and the guesser can guess only once.  The round is played similar to the first round in everything else, and the names go back to the container at the end again, for a third round.&#10;&#10;In the third round, no words at all are allowed for the clue giver; only charades and sounds (humming tunes) is allowed.&#10;&#10;The team with the highest total score from the three rounds is the winner.&#10;&#10;The game was packaged commercially as Celebrity in 1999, and later with pre-printed cards as Time's Up! and WTactics.&#10;&#10;"
China,Ancient,3,5,"China is an abstracted game of political influence in China. Players use cards to place pieces (Houses or Emissaries) into the nine regions on the board. When all house spaces in a region are filled (or at the end of the game), players score for majorities of houses in that region. At game end, players then score for having majorities of emissaries in two adjacent regions. Players also score for having four or more houses in an uninterrupted sequence along one of the roads on the board.&#10;&#10;This fascinating game of domination combines multiple tactical possibilities with simple-to-learn rules and a short playing time!&#10;&#10;Even today in China, the unmistakable evidence of a fascinating story is everywhere. Hundreds of years ago, the country teetered on the brink of a change in power. Regional rulers fought continuously with each other with only one goal in mind: to become the new Emperor. They erected imposing houses and sent their emissaries to the regional courts.&#10;&#10;China is based on the award-winning game Web of Power by master game designer Michael Schacht. China differs from Web of Power in that there is no &quot;half-time&quot; scoring of regions as there is in the earlier game; there are four face-up cards to draw from instead of just two; and all adjacent regions have Emissary scoring opportunities, whereas in Web of Power, some adjacent regions did not. &#10;A special variant with fortifications is included.&#10;&#10;Aside from these differences, the two games are essentially the same.&#10;&#10;Online Play&#10;&#10;&#10;     http://www.boardgames-online.net (turn-based)&#10;&#10;&#10;implemented bonus maps: Web of Power, Hellenia, Skandinavia, America, AD 850, Life on Mars, Big in Japan&#10;&#10;Re-implements:&#10;&#10;    Web of Power&#10;&#10;&#10;&#10;&#10;Expanded by:&#10;&#10;&#10;    China - Das Duell (Two-player variant)&#10;    China Erweiterung&#10;    China: Grenzstreitigkeiten&#10;    China Einflusskarten&#10;    China: The Embassies&#10;&#10;&#10;"
Hang on Harvey!,Action / Dexterity,2,2,"The object of the game is to be the first player to get any part of his Harvey to hang below the bottom edge of the playing field.  Players simultaneously race each other in lowering their Harvey by removing one peg from the playing field and placing it somewhere below Harvey so that when you remove another peg Harvey will fall onto your other remaining pegs.  If your Harvey falls all the way to the bottom, then you have to start again from the top.  Beginners play with 4 pegs, while advanced players use 3.&#10;&#10;"
Strand-Cup,Card Game,4,8,"A card game about beach volleyball for four, six, or eight players, competing in two teams. Cards represent all of the normal plays in volleyball, such as forearm pass, spike, block, dive, etc. Players work in teams, playing cards to send the ball over the net. Combinations of cards can be played to make it more difficult for the opposing team to respond. The opposing team must then play cards to receive the ball and send it back over the net. Play continues until one team is unable to return the ball over the net. Players then re-fill their hand and begin a new point.&#10;&#10;The normal rules of volleyball apply, such as only the side serving can score and a player can't hit the ball (play a card) 2 times in succession. Quick-playing with the feeling of a real volleyball match.&#10;&#10;"
